input_phrase,normalized_phrase,disease_key,diagnosis,icd10,category,population,priority,match_type,rx_now_rows,swap_rows,restricted_rows,antibiotic_rows_present,runtime_policy,red_flags,notes
dry irritated nose,dry_irritated_nose,nasal_dryness_irritation_adult,Nasal dryness / irritation,,ENT/rhinitis,adult,2,alias,1,0,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
nose dryness irritation,nose_dryness_irritation,nasal_dryness_irritation_adult,Nasal dryness / irritation,,ENT/rhinitis,adult,3,alias,1,0,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
saline nasal rinse,saline_nasal_rinse,nasal_irrigation_support_adult,Nasal irrigation support / saline wash,,ENT/rhinitis,adult,1,exact,1,0,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
nasal wash,nasal_wash,nasal_irrigation_support_adult,Nasal irrigation support / saline wash,,ENT/rhinitis,adult,2,alias,1,0,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
nasal irrigation,nasal_irrigation,nasal_irrigation_support_adult,Nasal irrigation support / saline wash,,ENT/rhinitis,adult,3,alias,1,0,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
nasal irritation child,nasal_irritation_child,nasal_irritation_peds,Pediatric nasal irritation support,,ENT/rhinitis,pediatric,1,exact,1,0,0,NO,pediatric_gate_required,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
dry nose child,dry_nose_child,nasal_irritation_peds,Pediatric nasal irritation support,,ENT/rhinitis,pediatric,2,alias,1,0,0,NO,pediatric_gate_required,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
child nasal dryness,child_nasal_dryness,nasal_irritation_peds,Pediatric nasal irritation support,,ENT/rhinitis,pediatric,3,alias,1,0,0,NO,pediatric_gate_required,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
neck shoulder pain,neck_shoulder_pain,neck_shoulder_strain_adult,Neck / shoulder strain,,Pain,adult,1,exact,2,6,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
shoulder strain,shoulder_strain,neck_shoulder_strain_adult,Neck / shoulder strain,,Pain,adult,2,alias,2,6,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
neck strain,neck_strain,neck_shoulder_strain_adult,Neck / shoulder strain,,Pain,adult,3,alias,2,6,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
obesity,obesity,obesity_adult_review,Overweight/obesity and central adiposity review,,Chronic/weight,adult,1,exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
overweight,overweight,obesity_adult_review,Overweight/obesity and central adiposity review,,Chronic/weight,adult,1,exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
BMI,bmi,obesity_adult_review,Overweight/obesity and central adiposity review,,Chronic/weight,adult,1,exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
waist to height ratio,waist_to_height_ratio,obesity_adult_review,Overweight/obesity and central adiposity review,,Chronic/weight,adult,1,exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
child obesity,child_obesity,obesity_child_review,Overweight/obesity in child or young person,,Chronic/weight,pediatric,1,exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
pediatric obesity,pediatric_obesity,obesity_child_review,Overweight/obesity in child or young person,,Chronic/weight,pediatric,1,exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
child overweight,child_overweight,obesity_child_review,Overweight/obesity in child or young person,,Chronic/weight,pediatric,1,exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
weight loss medicine,weight_loss_medicine,obesity_orlistat_adult,Obesity medicine candidate: orlistat,,Skin/fungal,adult,1,semantic,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
orlistat,orlistat,obesity_orlistat_adult,Obesity medicine candidate: orlistat,,Skin/fungal,adult,1,exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
xenical,xenical,obesity_orlistat_adult,Obesity medicine candidate: orlistat,,Skin/fungal,adult,1,exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
oral thrush,oral_thrush,oral_thrush_adult,Oral thrush / candidiasis,,Skin/fungal,adult,1,exact,2,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
thrush mouth,thrush_mouth,oral_thrush_adult,Oral thrush / candidiasis,,Skin/fungal,adult,2,alias,2,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
white tongue thrush,white_tongue_thrush,oral_thrush_adult,Oral thrush / candidiasis,,Skin/fungal,adult,3,alias,2,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
oral thrush child,oral_thrush_child,oral_thrush_peds,Pediatric oral thrush,,Skin/fungal,pediatric,1,exact,1,1,0,NO,pediatric_gate_required,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
thrush child,thrush_child,oral_thrush_peds,Pediatric oral thrush,,Skin/fungal,pediatric,2,alias,1,1,0,NO,pediatric_gate_required,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
white tongue thrush child,white_tongue_thrush_child,oral_thrush_peds,Pediatric oral thrush,,Skin/fungal,pediatric,3,alias,1,1,0,NO,pediatric_gate_required,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
mouth ulcer,mouth_ulcer,oral_ulcer_adult,Oral ulcer / aphthous ulcer,,Oral/dental,adult,1,exact,4,1,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
cpAP nasal congestion,cpap_nasal_congestion,osahs_rhinitis_management,OSAHS with rhinitis / CPAP nasal symptoms,,ENT/rhinitis,adult,1,semantic,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
osteoarthritis,osteoarthritis,osteoarthritis_over16,Osteoarthritis over 16,,Pain,adult,1,exact,2,5,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
knee oa,knee_oa,osteoarthritis_over16,Osteoarthritis over 16,,Pain,adult,1,semantic,2,5,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
diabetic neuropathy pain,diabetic_neuropathy_pain,painful_diabetic_polyneuropathy_adult,Painful diabetic polyneuropathy,,Pain,adult,1,exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
painful diabetic neuropathy,painful_diabetic_neuropathy,painful_diabetic_polyneuropathy_adult,Painful diabetic polyneuropathy,,Pain,adult,1,exact,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
burning feet diabetes,burning_feet_diabetes,painful_diabetic_polyneuropathy_adult,Painful diabetic polyneuropathy,,Pain,adult,1,semantic,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
diabetic foot burning pain,diabetic_foot_burning_pain,painful_diabetic_polyneuropathy_adult,Painful diabetic polyneuropathy,,Pain,adult,1,semantic,0,0,0,NO,restricted_only_show_safety_line,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
penicillin allergy respiratory antibiotic,penicillin_allergy_respiratory_antibiotic,penicillin_allergy_resp_support_adult,Penicillin-allergy respiratory bacterial support,,general,adult,1,exact,1,0,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
roxi respiratory support,roxi_respiratory_support,penicillin_allergy_resp_support_adult,Penicillin-allergy respiratory bacterial support,,general,adult,2,alias,1,0,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
penicillin allergy sore throat antibiotic,penicillin_allergy_sore_throat_antibiotic,penicillin_allergy_resp_support_adult,Penicillin-allergy respiratory bacterial support,,general,adult,3,alias,1,0,0,NO,rx_now_plus_swaps,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
peptic ulcer nsaid,peptic_ulcer_nsaid,peptic_ulcer_nsaid_gate,Peptic ulcer disease with NSAID use,,GI/GERD-dyspepsia,adult,1,semantic,1,1,0,NO,rx_now_plus_swaps,Red flags or diagnostic uncertainty → in-person evaluation,Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
pityriasis versicolor,pityriasis_versicolor,pityriasis_versicolor_adult,Pityriasis versicolor,,Skin/fungal,adult,1,exact,1,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
versicolor,versicolor,pityriasis_versicolor_adult,Pityriasis versicolor,,Skin/fungal,adult,2,alias,1,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
superficial fungal patch,superficial_fungal_patch,pityriasis_versicolor_adult,Pityriasis versicolor,,Skin/fungal,adult,3,alias,1,2,0,NO,rx_now_plus_swaps,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
post uri cough child,post_uri_cough_child,post_uri_cough_peds,Pediatric post-URI cough support,,ENT/URI-cough,pediatric,1,exact,2,1,0,NO,pediatric_gate_required,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
residual cough child,residual_cough_child,post_uri_cough_peds,Pediatric post-URI cough support,,ENT/URI-cough,pediatric,2,alias,2,1,0,NO,pediatric_gate_required,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
cough after cold child,cough_after_cold_child,post_uri_cough_peds,Pediatric post-URI cough support,,ENT/URI-cough,pediatric,3,alias,2,1,0,NO,pediatric_gate_required,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Imported from old complaint map; now points to Gold v3 disease-modality rows. V4 overlay keeps this phrase; see GOLD_Regimens_v4.
